message_size_kb,transfer_steps,connection_quality,has_urgent_keyword,has_link,is_spam,is_lost
26.8,9,0.672,1,0,0,1
55.27,14,0.321,0,0,1,1
21.95,7,0.506,0,1,1,0
14.17,4,0.7,1,0,0,1
7.09,5,0.794,0,0,0,0
26.2,14,0.236,1,0,0,0
34.27,6,0.894,0,0,0,0
6.58,1,0.93,0,0,0,0
2.94,4,0.671,0,0,0,0
40.98,22,0.066,0,1,1,1
39.24,7,0.084,0,0,0,1
6.26,2,0.771,0,0,0,0
70.13,6,0.733,0,0,1,0
26.03,5,0.501,0,0,0,1
15.64,11,0.479,0,0,0,0
5.54,5,0.725,0,0,1,1
14.87,3,0.835,0,1,0,1
31.67,1,0.847,0,0,0,0
86.37,1,0.922,0,0,1,1
58.88,2,0.755,0,0,1,0
42.06,9,0.719,1,0,0,0
36.11,6,0.478,1,0,0,0
28.12,6,0.506,1,0,1,1
135.49,5,0.754,1,0,0,0
18.88,2,0.94,0,0,0,1
43.53,28,0.21,0,0,0,1
123.88,7,0.675,1,1,1,1
34.64,7,0.263,0,0,0,1
41.62,2,0.884,0,0,0,0
17.37,7,0.364,1,0,1,1
41.01,2,0.919,0,0,0,1
4.39,6,0.694,0,0,0,0
58.22,4,0.347,0,1,1,1
34.81,14,0.325,0,0,1,0
36.58,14,0.347,0,0,1,1
45.56,18,0.025,1,0,0,1
38.77,3,0.498,1,0,0,1
18.72,5,0.811,1,1,1,0
78.42,16,0.167,0,0,0,1
89.65,10,0.248,0,0,0,0
4.3,5,0.573,0,0,0,1
80.58,21,0.375,0,0,1,1
36.09,5,0.983,1,1,1,0
17.03,7,0.822,0,1,1,0
38.37,9,0.751,0,0,1,1
65.74,6,0.482,0,0,1,0
12.2,13,0.176,0,0,1,1
66.97,17,0.564,0,0,0,1
79.17,5,0.939,0,0,0,0
38.94,2,0.805,1,0,0,0
47.84,3,0.783,0,0,1,1
10.07,23,0.95,0,0,0,1
3.62,22,0.255,1,0,1,1
50.63,8,0.923,0,0,1,0
21.04,7,0.939,0,1,1,0
55.3,4,0.79,0,0,1,0
71.35,2,0.962,0,0,0,0
75.19,3,0.81,1,0,0,1
28.27,24,0.68,0,1,1,1
22.84,27,0.801,0,0,0,0
61.1,9,0.943,0,0,1,0
133.5,6,0.919,0,0,0,0
31.85,3,0.803,0,1,1,0
9.91,7,0.798,1,0,0,0
15.38,8,0.287,0,0,0,1
52.9,12,0.493,0,1,1,1
6.25,17,0.402,1,0,0,1
34.1,9,0.595,0,0,0,0
22.34,7,1.0,1,0,0,0
233.89,7,0.787,0,0,0,0
48.95,9,0.373,0,1,1,1
19.32,9,0.794,0,0,0,1
65.86,8,0.458,1,0,1,0
12.07,25,0.931,0,0,0,0
45.89,3,0.431,0,0,0,1
114.55,6,0.872,0,0,1,0
623.56,19,0.429,0,0,1,1
69.23,8,0.69,0,0,1,1
18.61,6,0.992,0,1,1,0
53.63,6,0.908,0,0,0,1
26.26,13,0.476,0,0,0,1
25.49,6,0.931,0,0,0,1
28.28,4,0.742,0,0,0,1
48.32,10,0.329,0,0,0,1
14.89,6,0.574,1,0,0,0
30.42,15,0.514,1,0,0,0
42.56,4,0.463,1,0,1,0
192.52,13,0.356,0,0,0,1
72.97,4,0.591,0,0,0,1
32.5,7,0.708,1,0,0,1
13.93,8,0.477,0,0,1,1
16.28,5,0.887,0,0,0,0
29.6,7,0.35,0,0,0,1
72.69,7,1.0,0,0,0,0
4.88,4,0.582,1,0,1,0
34.87,4,0.848,0,0,0,1
107.22,15,0.056,1,0,1,1
75.22,4,0.696,0,1,0,1
29.44,13,0.224,0,1,1,1
39.86,34,0.684,0,0,0,0
17.17,4,0.802,0,0,1,0
83.47,13,0.374,1,0,1,1
11.3,20,0.759,1,0,1,1
67.03,14,0.621,1,0,0,1
97.56,15,0.137,0,0,0,1
56.94,4,0.914,1,0,0,0
20.89,4,0.726,0,0,1,0
148.08,21,0.482,0,0,1,1
23.56,18,0.084,0,0,0,1
41.21,3,1.0,0,0,1,0
51.5,16,0.176,0,0,0,1
35.32,8,0.918,0,0,0,1
26.89,5,0.968,0,0,0,0
11.25,6,0.725,0,0,0,0
62.75,7,0.711,0,0,1,1
39.68,5,0.406,0,1,0,0
2.45,7,1.0,1,1,1,0
82.19,4,0.979,0,0,0,1
992.69,15,0.209,0,0,1,1
175.67,7,0.156,0,0,0,1
125.56,20,0.422,0,0,1,1
22.25,6,0.769,0,0,0,1
125.6,8,0.565,1,0,1,1
21.1,5,0.942,0,0,0,0
33.75,11,0.472,1,1,1,0
101.22,22,0.572,0,0,1,0
41.89,15,0.104,1,0,1,1
125.08,4,0.53,1,0,0,1
51.29,15,0.156,1,0,1,1
34.25,6,0.859,0,0,1,0
20.01,12,0.797,0,1,1,0
77.26,10,0.782,0,1,1,0
1.52,7,0.687,0,0,0,0
38.54,3,0.791,1,1,1,0
67.38,6,0.97,0,0,1,1
49.56,28,0.778,0,0,0,0
21.44,15,0.086,0,0,0,1
36.04,6,0.771,0,1,1,0
16.11,7,0.833,0,0,0,1
28.6,4,0.749,0,1,1,0
32.01,17,0.269,0,0,1,1
38.59,7,0.293,0,0,0,0
45.13,17,0.0,1,0,1,1
67.88,4,0.551,0,1,1,0
81.8,18,0.324,0,1,1,1
801.11,8,0.767,1,0,1,0
26.8,7,0.902,1,0,1,0
13.67,4,0.681,1,0,0,0
26.36,2,0.52,1,0,0,0
47.99,16,0.357,0,0,0,1
958.8,7,1.0,0,0,0,0
27.49,5,0.412,0,1,0,1
61.03,2,0.778,0,0,1,0
23.65,8,0.838,0,0,0,0
53.89,15,0.27,0,0,0,1
56.32,9,0.66,1,0,1,0
58.72,21,0.42,0,1,0,0
34.61,5,0.721,0,0,0,0
30.6,11,0.126,0,0,1,1
3.32,6,0.624,0,0,0,0
67.61,7,0.528,1,0,0,0
34.07,5,0.827,0,0,1,1
9.82,6,0.922,0,0,0,1
16.67,3,0.758,0,0,0,0
32.82,6,0.901,0,0,0,0
25.79,5,0.853,0,0,0,0
99.55,7,0.569,1,0,0,1
68.53,18,0.555,0,0,0,1
44.92,11,0.368,0,0,0,1
8.83,6,0.915,0,0,0,0
58.07,22,0.081,0,0,1,0
89.12,6,0.915,0,0,0,0
63.09,13,0.454,0,0,0,1
51.86,5,0.675,0,0,0,0
36.57,6,0.215,1,0,0,0
15.23,3,0.617,0,1,0,1
29.27,5,0.651,0,1,1,0
50.24,5,0.887,0,0,1,0
27.58,7,0.78,0,0,0,1
6.02,6,0.805,0,0,0,0
40.33,4,0.83,0,0,0,0
72.6,7,0.673,0,0,0,0
13.37,4,0.841,0,0,0,1
34.78,12,0.276,0,1,1,0
1.57,5,0.933,0,1,1,0
74.92,18,0.177,0,0,1,1
22.37,15,0.28,0,0,0,1
23.44,16,0.442,0,0,1,1
32.55,4,0.842,0,0,1,0
21.99,6,0.82,0,0,1,0
82.95,16,0.602,0,0,0,1
9.45,10,0.946,0,0,0,1
45.59,4,0.804,0,0,0,0
12.07,3,0.803,0,0,0,0
51.7,7,0.291,0,1,1,0
43.02,17,0.35,0,0,0,0
98.8,4,0.694,0,0,0,0
65.19,12,0.55,1,0,0,0
31.74,4,1.0,0,0,0,1
79.69,6,0.685,0,0,0,1
37.49,4,0.613,0,0,1,1
33.1,9,0.945,0,0,0,1
80.01,15,0.383,0,0,1,1
68.49,7,0.898,1,0,1,0
11.21,14,0.193,0,0,0,1
45.08,4,0.601,1,0,1,1
24.59,22,0.795,0,0,0,1
14.75,9,0.812,0,0,0,0
25.83,5,0.77,0,0,1,1
36.17,1,0.939,0,0,0,0
104.3,12,0.083,0,0,1,1
7.46,7,0.706,0,0,1,1
15.69,1,0.513,0,0,0,0
78.09,9,0.832,0,0,0,1
51.35,2,0.588,0,1,1,0
12.11,25,0.736,0,0,0,1
61.46,9,0.889,1,0,0,1
40.21,6,0.792,0,0,1,0
1018.25,5,0.856,0,0,1,1
4.45,2,0.836,0,0,1,0
59.11,4,0.911,0,0,0,1
39.12,17,0.522,0,0,0,1
24.77,4,0.865,0,0,0,0
28.89,2,0.887,0,0,1,1
65.88,4,0.846,0,0,1,1
5.17,6,0.729,0,0,0,0
18.82,15,0.435,0,0,0,1
66.48,4,0.753,0,0,0,0
71.34,20,0.542,0,0,1,1
32.08,6,0.951,0,0,0,0
31.68,5,0.921,0,0,0,0
78.74,7,0.618,0,0,1,1
9.14,5,0.895,0,0,0,0
148.21,9,0.108,1,0,0,1
93.89,8,0.558,1,0,1,0
76.1,4,0.676,0,1,0,0
59.29,8,0.763,0,0,1,1
27.05,4,0.796,0,1,1,0
37.54,3,0.511,0,0,0,1
68.69,6,0.73,0,0,0,0
107.06,19,0.742,0,0,0,1
40.3,6,1.0,0,0,0,0
137.24,5,0.501,0,0,0,0
31.84,4,0.785,0,0,0,0
41.1,6,0.635,0,0,0,0
5.76,1,0.896,0,0,0,0
123.24,26,0.651,0,0,1,0
32.02,1,0.709,0,1,0,0
18.46,6,0.623,1,1,1,0
29.28,7,1.0,0,0,0,0
116.37,12,0.747,0,0,1,1
56.2,3,0.977,0,0,0,0
15.73,2,0.888,0,0,0,0
32.19,4,0.69,0,0,0,0
61.14,8,0.463,0,1,1,0
25.44,5,0.834,0,0,0,0
44.43,19,0.514,0,0,0,1
15.9,12,0.914,1,0,0,0
33.84,12,0.0,0,0,0,1
25.85,3,0.627,0,0,0,0
70.47,15,0.196,0,0,0,1
60.08,1,0.778,0,1,1,0
66.79,2,0.644,0,0,0,0
112.01,3,0.523,0,0,0,1
18.81,10,0.164,0,0,0,1
41.0,15,0.169,0,0,0,1
11.44,13,1.0,0,0,0,1
90.52,7,0.89,1,0,1,0
74.41,3,0.829,0,0,1,0
13.56,9,0.796,0,0,0,0
18.17,10,0.23,0,0,1,1
6.68,5,0.733,0,0,1,0
21.98,14,0.178,0,0,0,1
15.81,3,0.858,0,0,1,0
3.79,2,0.958,0,0,0,0
10.1,4,0.704,1,0,0,0
11.41,23,0.826,0,1,1,1
11.7,1,0.572,0,0,0,0
22.06,8,0.323,1,0,1,1
16.71,13,0.213,1,0,1,1
37.0,3,0.641,1,1,1,1
190.66,16,0.438,0,0,0,1
113.63,7,0.598,1,0,1,1
65.88,5,0.821,0,0,0,0
28.01,10,0.763,1,0,0,1
79.03,6,0.356,0,0,0,1
54.14,11,0.031,0,0,0,1
6.0,18,0.368,0,0,0,1
53.17,3,0.713,0,0,1,0
28.42,8,0.903,0,0,0,1
36.22,3,0.473,1,1,1,1
118.99,7,0.919,0,0,0,0
24.85,1,0.801,0,0,0,0
9.54,16,0.635,0,0,1,1
58.96,10,0.243,0,0,0,1
67.15,11,0.033,0,0,1,1
60.32,4,0.819,0,0,1,1
22.54,5,0.948,1,0,0,0
49.42,13,0.027,0,0,1,1
35.93,5,0.871,0,0,1,0
148.71,12,0.725,1,0,1,1
30.11,5,0.714,0,0,0,0
278.94,11,0.071,0,0,0,1
24.15,13,0.507,0,0,0,1
42.15,12,0.703,1,1,1,1
18.39,5,0.593,0,0,0,0
43.64,10,0.631,0,0,1,0
56.41,20,0.101,0,0,0,1
64.52,6,0.301,0,0,0,0
36.45,4,0.862,1,1,1,0
38.78,5,0.933,0,0,0,0
26.08,9,0.598,0,0,0,1
127.97,10,0.428,1,0,0,0
25.53,13,0.583,1,1,1,1
40.93,10,0.648,0,0,1,1
44.66,22,0.421,0,0,0,1
15.16,8,0.494,1,0,0,0
93.55,18,0.592,0,0,0,1
66.04,6,0.719,0,0,1,0
14.92,7,1.0,0,0,0,0
5.72,3,0.752,0,0,0,0
23.77,13,0.237,0,0,0,1
7.2,6,0.709,0,0,1,0
37.03,16,0.353,0,0,0,1
195.11,10,0.301,0,0,0,1
70.89,8,0.757,1,1,1,0
84.86,5,0.617,1,0,0,1
70.49,8,0.315,0,0,0,1
16.46,7,1.0,0,0,0,0
79.69,10,0.334,0,1,1,1
107.41,4,0.786,0,0,0,0
68.67,12,0.193,0,0,1,1
36.79,4,0.692,0,0,0,0
29.08,8,0.656,0,0,0,0
40.75,13,0.153,0,0,0,1
48.39,7,0.752,0,1,1,0
40.59,12,0.513,1,0,0,0
59.41,5,0.768,0,1,1,0
20.32,17,0.206,0,0,0,1
31.91,8,0.454,1,0,0,0
148.37,10,0.289,0,0,0,1
60.26,13,0.286,0,0,0,1
75.83,5,0.8,0,0,0,0
5.39,5,0.755,0,0,0,0
127.73,18,0.425,0,1,1,1
17.16,7,0.782,0,0,0,0
57.5,5,0.921,0,0,0,0
43.47,8,0.658,0,0,0,1
157.76,13,0.073,0,0,1,1
77.44,8,0.515,1,0,0,1
13.31,11,0.712,0,1,0,0
30.96,8,0.739,0,0,0,0
105.57,4,0.627,0,0,1,0
50.83,9,0.447,1,0,0,1
60.91,6,0.928,0,0,1,0
50.48,15,0.035,0,0,0,1
89.55,5,0.856,0,1,1,0
22.49,13,1.0,0,0,0,0
23.47,4,1.0,0,1,1,0
12.65,13,0.188,0,0,0,1
45.26,7,0.307,1,0,1,1
45.44,8,0.394,1,0,1,1
17.72,4,0.476,0,0,1,1
76.29,13,0.281,1,0,0,1
85.84,13,0.33,0,0,1,1
73.97,6,0.558,0,0,1,0
33.04,13,0.268,0,1,1,1
22.77,16,0.032,0,0,0,1
24.73,13,0.627,0,1,1,0
44.27,7,0.518,0,0,0,1
105.56,14,0.768,0,1,1,1
81.21,6,0.913,0,0,1,0
21.92,6,0.85,1,0,1,1
5.27,2,0.676,0,0,0,1
1080.26,12,0.209,1,0,0,1
75.66,19,0.46,0,0,0,1
65.59,1,0.802,0,0,1,0
61.74,35,0.026,0,0,0,1
14.56,3,0.504,0,0,1,0
988.35,4,0.993,1,0,0,1
22.39,15,0.434,0,0,0,1
52.63,4,0.917,0,0,0,1
27.6,7,0.69,0,0,0,0
52.06,5,0.736,0,0,0,0
38.04,3,1.0,0,1,0,0
912.0,1,0.73,0,0,0,0
38.21,7,0.852,0,0,0,1
27.28,10,0.382,0,0,0,1
28.94,6,0.921,0,0,0,0
56.8,4,0.786,0,0,0,1
67.99,15,0.323,0,0,0,1
35.68,11,0.002,1,0,0,1
35.11,4,0.34,0,0,0,1
14.21,4,0.834,0,1,1,0
51.72,16,0.396,1,0,1,1
8.56,7,0.848,0,0,0,0
1.31,1,0.364,0,0,0,1
35.19,7,0.531,1,0,1,1
78.37,13,0.452,0,0,1,1
39.72,6,0.56,0,0,0,0
20.21,23,0.278,0,0,0,0
21.89,10,0.649,0,0,0,1
13.37,5,0.858,0,0,0,0
66.06,2,0.521,0,0,1,0
17.63,3,0.675,0,0,1,1
54.72,8,0.86,0,0,0,0
40.94,12,0.212,1,0,1,1
18.67,8,0.674,1,0,0,0
57.54,10,0.494,1,0,0,0
10.82,2,0.897,0,0,0,0
137.72,11,0.112,0,1,0,1
7.54,8,0.498,0,0,0,0
32.3,7,0.76,0,1,1,0
12.29,6,0.791,0,0,0,0
8.31,3,0.543,0,0,0,0
84.55,8,0.521,0,0,0,1
32.78,6,0.694,0,0,1,0
76.97,7,0.487,1,0,0,0
57.28,2,0.667,0,0,1,1
31.81,14,0.24,0,0,0,1
21.11,9,0.991,0,1,1,0
4.97,4,0.751,0,0,0,1
96.63,18,0.448,1,0,1,0
35.84,13,0.262,0,0,1,1
83.62,34,0.707,0,0,1,1
11.0,6,0.371,0,1,1,1
36.73,4,0.679,0,0,0,0
64.17,6,0.883,0,0,0,1
23.1,5,0.994,1,0,0,0
26.92,13,0.302,0,0,0,1
161.32,17,0.494,0,0,0,1
31.47,4,0.906,1,1,1,0
39.85,4,0.883,0,1,0,1
33.87,8,0.184,0,0,0,0
98.8,4,0.338,1,0,0,1
25.81,12,0.221,1,0,0,1
15.9,8,0.877,0,0,0,0
50.92,8,0.426,0,1,1,0
122.37,11,0.87,0,0,0,1
33.86,4,0.665,0,1,0,0
63.67,12,0.358,0,1,1,0
69.02,14,0.0,0,0,0,0
4.29,1,0.251,0,0,0,0
71.2,6,0.82,0,0,0,1
58.56,12,0.06,0,0,1,0
30.17,5,0.925,0,0,0,0
46.65,16,0.387,0,0,0,1
32.96,17,0.354,0,0,0,0
9.8,5,0.926,0,0,0,0
37.82,9,0.752,0,0,0,0
55.47,8,0.539,0,0,0,0
865.5,3,0.73,0,0,0,1
223.7,9,0.649,0,0,0,0
19.88,5,0.808,0,1,1,0
8.03,17,0.281,0,0,1,1
181.21,7,0.411,0,1,1,1
106.73,6,0.674,1,0,0,0
138.32,4,0.788,1,1,1,1
50.79,2,0.554,0,0,1,1
81.44,5,0.984,0,0,0,0
56.31,8,0.526,0,0,1,1
53.18,6,0.538,0,0,1,1
27.08,7,0.746,0,0,0,0
13.63,5,0.86,0,0,0,0
50.73,9,0.182,1,0,1,1
30.09,2,0.691,0,0,1,0
175.2,7,0.533,0,1,1,0
90.67,4,0.536,1,1,1,0
55.43,5,0.597,1,0,0,1
80.16,18,0.532,0,0,0,1
14.14,13,0.283,0,0,1,1
33.8,5,0.658,0,1,1,1
92.32,6,0.689,0,0,0,0
35.74,5,0.539,1,0,1,0
8.0,13,0.668,1,1,1,1
33.51,5,0.898,0,0,0,0
56.17,6,0.696,0,0,1,0
9.91,3,0.474,0,0,0,0
33.0,4,0.615,1,0,0,0
35.13,19,0.461,0,0,1,1
60.68,7,0.752,0,0,1,0
21.78,29,0.782,1,0,0,1
899.91,18,0.053,0,0,1,1
44.41,4,0.711,1,0,1,0
35.34,7,0.12,0,0,0,1
36.94,28,0.881,1,0,0,0
126.31,5,0.839,0,1,1,0
55.45,23,0.326,0,0,0,1
167.28,19,0.392,0,0,1,1
6.43,5,0.862,0,0,0,0
14.45,5,0.688,1,0,0,0
42.63,4,0.772,0,0,0,1
5.81,8,0.595,0,1,1,0
58.41,5,0.997,1,0,1,0
62.35,23,0.898,0,0,1,1
93.07,7,0.944,1,0,1,0
53.71,15,0.196,0,0,0,0
16.1,9,0.066,1,1,1,1
23.1,11,0.766,0,0,0,0
6.05,6,0.739,0,0,0,0
35.1,3,0.905,1,0,1,0
19.05,4,0.863,1,0,0,1
51.89,7,0.589,1,0,0,0
49.22,1,0.925,0,0,1,0
99.17,3,0.401,1,1,1,1
27.26,4,0.934,0,0,1,0
36.0,7,0.893,0,1,1,1
19.36,2,0.606,0,1,0,0
57.1,6,0.827,0,0,1,0
38.96,27,0.394,0,0,0,1
40.09,7,0.804,1,0,1,0
37.87,2,0.618,0,0,0,0
67.69,9,0.782,1,0,1,0
16.36,7,0.804,0,0,0,0
4.07,8,0.843,0,1,1,0
87.41,4,0.819,0,0,1,1
50.76,18,0.016,1,0,1,1
48.64,18,0.507,0,0,0,1
16.8,8,0.65,0,0,1,0
18.99,5,0.796,0,0,1,0
31.69,3,0.744,0,0,0,0
19.53,4,0.947,0,0,0,0
26.94,3,0.621,1,0,1,0
19.21,4,0.498,0,0,1,0
56.05,4,0.892,0,0,1,0
5.36,11,0.768,1,1,1,1
68.05,6,0.653,0,1,1,0
24.04,16,0.307,1,0,0,1
43.77,5,0.363,0,0,0,0
20.49,6,0.843,0,1,1,1
31.7,4,0.65,0,0,1,0
54.51,6,0.936,0,0,1,1
79.7,9,0.434,0,0,0,1
33.37,3,0.898,1,1,1,0
30.39,1,0.47,0,0,0,0
8.77,6,0.761,0,0,0,0
58.77,6,0.065,1,0,0,1
29.96,9,0.139,1,0,0,1
61.33,10,0.0,0,0,0,1
6.72,3,0.563,0,0,0,1
20.2,4,0.952,1,0,0,0
37.99,7,0.786,1,1,1,0
27.81,7,0.715,0,0,0,0
19.04,9,0.863,1,0,0,0
18.26,13,0.204,0,0,1,1
35.13,6,0.788,0,1,1,0
28.93,4,0.954,0,0,0,0
34.56,24,0.78,0,0,0,1
100.94,9,0.391,1,0,0,1
71.39,14,0.6,0,0,0,1
92.28,18,0.296,0,0,1,1
20.41,4,0.768,0,0,0,0
32.33,14,0.395,1,0,0,1
23.73,6,0.769,0,0,0,1
16.63,9,0.811,0,1,1,1
71.2,4,0.803,0,0,1,1
32.71,13,0.795,1,1,1,1
35.32,2,0.819,0,0,0,1
20.26,9,0.476,0,0,1,1
18.21,5,0.832,0,0,0,0
32.36,7,0.746,0,1,0,0
121.52,4,0.683,0,0,1,1
12.24,16,0.294,1,0,1,1
43.67,12,0.795,0,0,1,1
56.32,5,0.764,0,0,0,1
67.77,3,0.553,1,0,1,0
45.53,3,0.954,0,0,0,1
92.18,6,0.663,0,1,0,0
52.18,16,0.232,1,0,1,0
15.54,4,0.831,0,0,1,1
98.68,18,0.187,0,0,1,1
93.22,6,0.532,0,0,0,1
12.14,3,0.941,0,0,0,0
14.93,2,0.723,0,0,0,0
146.82,17,0.523,0,0,1,1
13.59,6,0.717,0,0,1,1
72.51,2,0.519,0,1,1,0
28.82,14,0.602,0,0,0,1
81.4,1,0.839,1,0,0,0
14.07,9,0.856,1,1,1,0
44.99,7,0.749,0,0,0,0
67.97,6,0.715,0,0,1,0
88.48,10,0.508,1,0,1,0
38.41,7,0.659,0,0,0,0
18.14,2,0.814,0,0,0,1
131.32,4,0.335,0,0,0,0
3.31,1,0.753,0,0,0,0
38.24,2,0.496,1,1,0,0
55.01,1,0.806,0,1,0,0
53.92,17,0.489,0,0,0,1
37.96,7,0.636,1,0,0,0
30.2,4,0.922,0,0,1,0
20.76,17,0.707,0,0,0,0
1.8,5,0.442,0,0,0,0
39.51,7,0.601,0,1,0,0
72.26,7,0.181,1,1,1,0
28.83,3,0.842,0,0,0,0
64.68,6,0.783,1,0,1,0
77.07,25,0.739,0,1,0,1
18.56,6,0.473,0,0,1,1
68.22,18,0.348,0,0,0,0
100.89,14,0.494,0,0,0,1
14.98,8,0.558,0,0,0,1
25.79,7,0.719,0,0,0,1
45.97,8,0.121,1,0,0,1
30.9,12,0.868,0,0,1,0
88.36,11,0.25,0,0,0,1
89.36,7,0.436,0,0,0,0
44.61,7,1.0,0,1,1,0
7.88,5,0.708,0,0,1,1
44.57,4,0.93,0,0,1,0
80.5,13,0.0,0,0,0,1
132.96,6,0.687,0,0,0,1
22.04,10,0.786,1,1,0,0
22.5,6,0.752,0,0,0,1
77.4,14,0.0,0,0,1,1
10.8,5,0.546,1,0,0,0
36.16,6,0.83,0,0,0,1
34.87,11,0.77,0,0,0,0
19.26,4,0.985,0,0,0,0
84.43,12,0.429,0,0,1,1
41.45,12,0.031,1,0,0,1
18.25,10,0.573,1,0,0,1
33.28,4,0.534,0,1,1,0
58.33,18,0.549,0,0,0,1
42.38,3,0.753,0,0,0,1
46.63,7,0.889,0,0,0,1
51.04,3,0.493,0,0,0,0
18.39,6,0.899,0,0,0,0
109.96,1,0.989,0,0,0,0
9.76,17,0.196,0,0,0,1
28.68,4,0.468,0,0,1,0
55.12,4,0.73,0,0,1,0
29.64,4,0.821,0,0,0,1
64.13,5,1.0,1,0,0,0
53.17,16,0.4,0,0,0,1
23.18,4,0.57,0,0,1,1
725.16,4,0.507,0,0,0,0
44.29,4,0.707,0,0,1,1
11.21,6,0.475,1,0,0,1
62.0,19,0.175,0,1,1,1
29.51,13,0.119,1,0,1,1
51.43,10,0.625,0,0,0,0
58.1,5,0.906,0,0,1,0
14.49,9,0.907,0,0,1,1
35.56,16,0.233,0,0,0,1
22.36,19,0.129,0,0,0,1
17.09,5,0.781,0,0,0,0
25.09,7,0.239,1,0,0,1
9.94,7,0.833,1,0,1,1
48.8,17,0.48,0,0,0,1
99.21,4,0.577,1,0,1,0
10.95,7,0.758,1,0,0,0
26.79,32,0.387,0,0,1,1
6.36,6,0.564,0,0,0,0
29.84,3,0.921,0,0,1,1
23.78,3,1.0,1,0,1,0
61.53,6,0.955,0,0,0,0
22.78,6,0.708,0,1,1,0
46.08,3,0.716,0,0,0,1
59.25,18,0.942,0,0,1,0
42.45,4,0.727,0,0,0,1
73.66,2,0.836,0,0,0,1
30.42,3,0.756,1,0,1,0
30.45,2,1.0,0,1,1,0
65.33,5,0.426,1,0,1,1
728.97,4,0.643,0,1,1,1
18.2,6,0.808,0,1,0,1
168.57,12,0.168,0,0,0,1
44.02,8,0.519,0,0,1,1
37.41,5,0.636,0,0,1,0
22.54,14,0.0,0,0,1,1
1165.8,16,0.239,0,0,0,1
38.0,2,0.69,0,0,0,0
130.98,7,0.442,0,0,1,0
24.79,4,0.634,0,0,0,0
28.38,6,0.561,0,0,1,1
55.74,12,0.755,1,0,0,0
27.9,4,1.0,0,0,0,0
16.21,8,0.709,1,0,0,1
24.6,8,0.927,0,0,1,0
38.09,6,0.763,1,0,1,1
3.87,4,0.603,0,0,0,0
69.61,6,0.652,0,1,1,0
71.63,15,0.327,0,0,0,1
18.19,11,0.392,0,0,1,1
42.65,5,0.713,0,0,0,0
17.97,6,0.56,0,0,1,0
8.29,2,0.739,0,1,1,0
851.68,3,1.0,1,0,0,0
49.39,4,0.717,0,0,1,1
82.52,7,0.489,1,1,1,1
19.74,5,0.691,0,0,1,1
60.4,5,0.739,1,1,1,0
12.56,6,0.916,0,0,0,1
48.46,12,0.206,0,0,1,1
32.02,5,0.652,1,0,0,1
61.22,4,0.632,1,0,0,1
24.03,7,0.865,0,0,0,1
131.25,8,1.0,0,0,1,0
38.67,25,0.785,1,0,1,0
49.15,6,0.952,0,0,0,0
79.92,10,0.841,0,1,1,0
42.27,13,0.268,0,0,0,0
126.77,6,0.546,1,0,1,1
28.95,7,0.777,0,0,0,0
56.56,19,0.23,0,0,0,1
34.9,7,0.599,0,1,1,1
16.27,3,0.7,0,0,0,1
20.67,9,0.694,1,0,0,1
9.68,4,0.68,1,0,1,0
19.44,10,0.783,0,0,0,0
32.1,6,0.449,1,0,0,0
54.39,25,0.876,0,0,1,0
31.35,6,0.832,0,0,0,1
38.36,24,0.772,0,0,0,0
66.62,13,0.155,0,0,0,1
36.3,12,0.513,0,0,0,1
95.56,7,0.737,0,0,0,1
22.47,7,0.745,0,0,0,0
9.05,3,0.747,1,1,1,0
103.54,6,0.941,0,0,0,1
25.53,3,0.84,0,0,0,1
12.55,2,0.609,0,0,0,0
136.75,25,0.395,0,1,1,1
92.02,8,0.849,0,1,0,1
4.92,7,0.581,0,1,1,1
47.76,10,0.353,0,0,0,0
23.0,5,0.679,0,0,0,0
45.34,9,0.105,0,0,1,1
32.97,10,0.946,0,0,1,1
101.43,6,0.838,0,0,0,0
18.55,4,0.499,0,1,1,0
33.45,16,0.457,0,0,0,1
79.16,8,0.368,0,0,0,0
67.46,4,0.818,0,0,1,0
48.07,3,0.687,0,1,1,0
16.04,6,0.615,0,0,0,0
27.24,3,0.626,1,0,1,1
21.86,6,0.801,0,0,0,0
23.76,8,0.877,0,0,0,1
47.49,5,0.613,1,0,1,0
65.72,5,0.726,1,1,1,0
141.29,17,0.504,0,0,0,1
7.76,5,0.444,0,0,1,1
63.84,14,0.094,0,0,0,1
2.29,5,0.936,0,0,1,0
21.85,5,0.894,0,0,1,0
20.34,20,0.403,1,0,0,1
17.06,4,0.854,0,0,1,0
49.97,7,0.928,0,0,0,0
26.4,4,0.807,0,1,1,0
54.13,6,0.674,0,0,0,0
52.4,13,0.337,1,0,1,1
10.22,6,0.566,0,1,0,0
122.06,6,0.549,0,0,1,0
45.82,7,0.747,0,0,0,1
16.1,7,0.863,0,0,0,0
115.72,36,0.538,0,0,0,0
162.22,11,0.2,0,0,0,1
111.09,22,0.794,1,0,1,0
11.09,8,0.556,0,0,0,0
71.94,20,0.71,0,0,0,1
90.74,6,0.56,1,0,0,1
42.2,9,0.434,0,1,1,1
83.9,5,0.28,0,1,1,1
39.74,18,0.293,0,0,0,1
40.8,8,0.362,0,0,1,0
33.27,6,0.494,0,1,1,1
25.1,7,0.699,1,0,0,0
75.99,5,0.764,0,1,1,0
186.45,6,0.327,0,1,1,0
25.89,5,0.994,0,0,0,0
6.94,4,0.719,0,1,1,1
56.65,14,0.889,0,1,1,1
